post,time,image,num of likes,num of comments,comments
,2021-08-03 15:36:22,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/230712292_1171728383311849_4247710932760959878_n.jpg?_nc_cat=107&ccb=1-4&_nc_sid=110474&_nc_ohc=JKxr9YxT0igAX9mCVML&_nc_ht=scontent.fmnl9-2.fna&oh=3a241e0db2f0925f7aabbd0ee6e3cee6&oe=6134586A,666,50,[]
"BANTAY COVID-19: Narito ang datos ng COVID-19 sa Lungsod ng Maynila ngayong ika-3 ng Agosto

#AlertoManileno #COVID19PH",2021-08-03 14:01:00,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/229592214_1171685979982756_755828746926409973_n.jpg?_nc_cat=105&ccb=1-4&_nc_sid=8024bb&_nc_ohc=AFV4X3J0rb4AX_bmLVe&_nc_ht=scontent.fmnl9-2.fna&oh=13bcf4209e569f86097f59caf77e55e7&oe=6130EDDD,451,20,[]
"Pormal na po nating binuksan noong Sabado ang ""Manila Drive Thru Vaccination"" sa Quirino Grandstand, Rizal Park. Sa muling pagtaas ng kaso ng COVID-19 sa ating bansa ay mas maigi po na magkaroon tayo ng sapatHigit pa na panangga laban dito.

Magparehistro po sa www.manilacovid19vaccine.ph upang makapagreserba ng inyong ""slot"" sa ating bakunahan.

Maynila, Diyos ang una! —Mayor Isko Moreno Domagoso",2021-08-03 12:00:54,,2899,564,[]
"TINGNAN: Naglinis ang mga kawani ng mga pampublikong pamilihan ng Wagas, New Arranque, Divisoria, Central, Sampaloc, Pritil, Obrero, New Sta. Ana at Pampanga ngayong araw ng Martes, ika-3 ng Agosto.

#AlertoManileno",2021-08-03 09:57:07,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/225382918_1171573273327360_200685856181022757_n.jpg?_nc_cat=102&ccb=1-4&_nc_sid=110474&_nc_ohc=hfC8X5mOnyAAX_CD7YG&_nc_ht=scontent.fmnl9-2.fna&oh=1411fd1e7f54e27592de93d9079e2649&oe=6133B907,279,8,[]
"TINGNAN: Nagpapatuloy ngayong araw, ika-3 ng Agosto ang malawakang pagbabakuna kontra COVID-19 sa Lungsod ng Maynila.

MAHALAGANG PAALALA po para sa lahat:

Idaraos po ang pagbabakuna hanggang 7pm. HinihikayatHigit pa namin ang lahat na magtungo sa ating vaccination sites sa iba pang mga oras upang makaiwas sa siksikan. Nais po naming matiyak ang kaligtasan ninyo.

Isasagawa ang SECOND DOSE na pagbabakuna ng SINOVAC para sa mga kabilang sa A1, A2, A3, A4, at A5 priority groups na una nang nabakunahan noong July 5, 2021 lamang. Idaraos ito sa apat na mall sites at 18 school sites.

Para sa lahat ng magpapabakuna, ipakita lamang ang inyong printed waiver form o QR code para sa verification.

Dalhin din ang inyong ID at huwag kalimutan ang pagsunod sa minimum health protocols pagdating sa vaccination site.

#AlertoManileno #COVID19PH",2021-08-03 08:45:34,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/228989724_1171543859996968_5509919445368797419_n.jpg?_nc_cat=100&ccb=1-4&_nc_sid=110474&_nc_ohc=NN0Mxai30f4AX_KNBI-&_nc_ht=scontent.fmnl9-1.fna&oh=13eaa6f87e53f55eae0fc5101a7f72ad&oe=6134430D,911,120,[]
"TINGNAN: Isinagawa ng Pamahalaang Lungsod ng Maynila ngayong gabi, ika-2 ng Agosto ang pagbabakuna ng ikalawang dose ng SINOVAC sa Divisoria, Recto para sa mga kargador, driver, pahinante, pedicab driver,Higit pa kuliglig driver, vendor ng isda, gulay at karne na mula sa Maynila, Northern Luzon, Central Luzon at Southern Luzon na nagtatrabaho sa Divisoria Night Market na una nang nabakunahan noong July 4, at July 5, 2021.

Mula 5:00 pm hanggang 5:00 am ang bakunahang ito para sa mga manggagawa at manininda.

(Photos by K R De Asis / MPIO)

#AlertoManileno #COVID19PH",2021-08-02 21:04:51,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/229406380_1171236160027738_3459788201905836818_n.jpg?_nc_cat=107&ccb=1-4&_nc_sid=110474&_nc_ohc=OWtCgk-oQ5oAX8pOaOp&_nc_ht=scontent.fmnl9-2.fna&oh=2626d30e962f28e2ab9cde78f58b167c&oe=6133BA45,759,69,[]
,2021-08-02 17:00:08,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/228657343_1171096076708413_3725613336766454304_n.jpg?_nc_cat=107&ccb=1-4&_nc_sid=8024bb&_nc_ohc=7w-WhB3Ss7cAX8yuHYc&_nc_ht=scontent.fmnl9-2.fna&oh=5a2269cd4e4355415db9227990360db1&oe=6131AABE,970,55,[]
"2nd dose vaccination schedule for those vaccinated last July 5, 2021 tomorrow",2021-08-02 16:47:24,,1233,1745,[]
"BANTAY COVID-19: Narito ang datos ng COVID-19 sa Lungsod ng Maynila ngayong ika-2 ng Agosto

#AlertoManileno #COVID19PH",2021-08-02 15:30:29,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/226769572_1171060996711921_6817187719208373010_n.jpg?_nc_cat=103&ccb=1-4&_nc_sid=8024bb&_nc_ohc=Vepv2GM2wuIAX8j66x9&_nc_ht=scontent.fmnl9-2.fna&oh=2d9c1505633213974e14fa5353d9965a&oe=61341C31,508,23,[]
"TINGNAN: Pinangunahan ni Punong Lungsod Francisco ‘Isko Moreno’ Domagoso ang seremonya ng paghuhulog ng panulukang bato sa bagong Mababang Paaralan ng Dr. Alejandro Albert sa Sampaloc, Maynila

Humigit kumulangHigit pa P2 bilyon ang nakalaan para itayo ang paaralan na nakatakdang magkaroon ng sampung palapag, makabagong pasilidad at modernisadong kagamitan.

(Mga kuha ni Christian Turingan/Tanggapan ng Pampublikong Impormasyon)

#AlertoManileno #BagongMaynila",2021-08-02 13:35:12,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/228767633_1171001313384556_3161630000913286569_n.jpg?_nc_cat=111&ccb=1-4&_nc_sid=8024bb&_nc_ohc=44bXMFDsl3gAX_Ow2Xm&_nc_ht=scontent.fmnl9-2.fna&oh=d64057b7519cf5be783a8b733910eaca&oe=6134982B,945,21,[]
"MAHALAGANG ANUNSYO MULA SA KAGAWARAN NG KALUSUGAN NG MAYNILA: Tanging mga manininda at manggagawa sa Divisoria ang makatatanggap ng kanilang ikalawang dose ng bakuna kontra COVID-19 ngayong araw, ika-2 ngHigit pa Agosto sa Divisoria, Recto Avenue.

Hindi po tatanggap ng iba pang mga indibidwal ang lugar ng bakunahan sa Divisoria.

Manatiling nakatutok sa opisyal na Facebook pages ng Alkalde at ng Tanggapan ng Pampublikong Impormasyon para sa iskedyul ng pagbabakuna sa lungsod sa susunod na mga araw.

Maraming salamat po sa inyong pang-unawa.

#AlertoManileno #COVID19PH",2021-08-02 13:13:04,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/230224200_1170991970052157_2362941893605891728_n.jpg?_nc_cat=104&ccb=1-4&_nc_sid=110474&_nc_ohc=Urj-x8x3reoAX-JYGpy&_nc_ht=scontent.fmnl9-1.fna&oh=bc021390422db50d05599d34c66ef0f0&oe=61325D21,1204,108,[]
"Groundbreaking ceremony para sa itatayong bagong Dr. Alejandro Albert Elementary School sa Sampaloc

#BagongMaynila",2021-08-02 12:40:48,,471,302,[]
,2021-08-02 12:30:03,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/228713879_1170952343389453_9027738018010675259_n.jpg?_nc_cat=104&ccb=1-4&_nc_sid=8024bb&_nc_ohc=5ru0d0fKpEMAX_3AutL&_nc_ht=scontent.fmnl9-1.fna&oh=e824c474b84b1f15233ed5d14104f533&oe=61326FA1,1071,32,[]
,2021-08-02 12:06:08,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/228675610_1170949453389742_5839649453206977880_n.jpg?_nc_cat=108&ccb=1-4&_nc_sid=8024bb&_nc_ohc=FFKGqkN-9SYAX8ormnT&_nc_ht=scontent.fmnl9-1.fna&oh=563039f9a686fc64935f37ed8007bbbb&oe=613122D4,5660,890,[]
"Panawagan po mula sa Pamahalaang Lungsod:

Nangangailangan po tayo ng mga magboboluntaryo para sa 24/7 na bakunahan sa Maynila. Bukas po ang Kagawaran ng Kalusugan ng Maynila sa pagtanggap ng mga sumusunod:

Higit pa —Doktor (Doctor)
—Nars (Nurse)
—Dentista (Dentist)
—Komadrona (Midwife)
—Medical Technologist
—Parmasyutiko (Pharmacist)
—Iba pang propesyunal ng allied health (All other allied health professionals)
—Gradweyt ng Kolehiyo o Mag-aaral ng Kolehiyo na maalam sa paggamit ng kompyuter (College graduates or college students who are computer-literate)
—Iba pa (Others)

I-kontak lamang ang anuman sa mga numerong ito: 09951069524 (GLOBE) o 09606040771 (SMART)

Hindi natutulog ang COVID-19 kaya dapat walang tulugan ang tulungan sa bakunahan.

Maraming salamat po at sama-sama tayo tungo sa tuluyang pagsugpo sa pandemyang ito. -Mayor Isko Moreno Domagoso",2021-08-02 11:07:12,https://scontent.fcrk4-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/228074837_1170921950059159_4824723413873184176_n.jpg?_nc_cat=110&ccb=1-4&_nc_sid=110474&_nc_ohc=-Ts5wZHnKEIAX8cTmq2&_nc_ht=scontent.fcrk4-1.fna&oh=b23f5408370931ab63fcf18c9639bf33&oe=61323F3B,3337,292,[]
"TINGNAN: Naglinis ang mga kawani ng mga pampublikong pamilihan ng Wagas, Pampanga, Divisoria, Pritil, Central, Dagonoy at Paco ngayong araw ng Lunes, ika-2 ng Agosto.

#AlertoManileno",2021-08-02 10:01:21,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/223447491_1170891220062232_1821484318012763972_n.jpg?_nc_cat=109&ccb=1-4&_nc_sid=110474&_nc_ohc=0TSRNeOmwVIAX-JBPjE&_nc_ht=scontent.fmnl9-2.fna&oh=cad32aab4cdda07b08fe54e96892adc8&oe=61315CBF,537,20,[]
"Mga Batang Maynila!

Narito po ang datos ng pagbabakuna sa ating lungsod hanggang ngayong araw, Agosto 1 (sa ganap na ika-8 ng gabi). Pumalo na po sa 1,368,389 vaccine doses ang naiturok na sa ating mgaHigit pa kababayan sa pangunguna Kagawaran ng Kalusugan ng Maynila.

Umabot naman sa ng 39,354 doses ng bakunang na-deploy ngayong araw ng Linggo habang nasa 99.29% naman po sa mga nakatakdang mabigyan ng ikalawang dose ang tumanggap nito.

Sama-sama tayo tungo sa tuluyang pagsugpo sa COVID-19! Maraming salamat po sa inyong pakikiisa sa layunin ng Pamahalaang Lungsod na mabakunahan ang mas marami pang mga Manilenyo. 🙏🏼

Manila, God first! ☝️ —Mayor Isko Moreno Domagoso",2021-08-01 22:07:24,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/228177425_1170566193428068_368671938430421449_n.jpg?_nc_cat=111&ccb=1-4&_nc_sid=110474&_nc_ohc=Q53X90WJcQIAX-dOvAR&_nc_ht=scontent.fmnl9-2.fna&oh=7f53e99525833fc3eb9fc93292b54847&oe=6132B9C4,994,129,[]
"Attention. Please share with your loved ones.

Magpapatuloy po bukas, August 2, ang COVID-19 MASS VACCINATION sa Lungsod ng Maynila.

MAHALAGANG PAALALA po para sa lahat:

Idaraos po ang pagbabakuna mula 5:00pmHigit pa hanggang 5:00am.

Isasagawa po ang SECOND DOSE vaccination ng SINOVAC para sa mga manggagawa sa Divisoria na una nang nabakunahan noong Hulyo 4 at Hulyo 5, 2021.

Para po sa lahat ng magpapabakuna, ipakita lamang po ang inyong printed waiver form o QR code para sa verification.

Dalhin din po ang inyong ID at huwag kalimutan ang pagsunod sa minimum health protocols pagdating sa vaccination site. Maraming salamat po.

Manila, God first! ☝️ —Mayor Isko Moreno Domagoso",2021-08-01 18:18:33,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/217478313_1170441846773836_3649631366190013273_n.jpg?_nc_cat=111&ccb=1-4&_nc_sid=110474&_nc_ohc=zMFLpjrr9XcAX-_G3Ks&_nc_ht=scontent.fmnl9-2.fna&oh=140c516b7021224116f03d3d46c41445&oe=613286EF,1963,1256,[]
"TINGNAN: Patuloy ang isinasagawang bakunahan sa drive-thru vaccination site ng Lungsod ng Maynila sa Quirino Grandstand ngayong Linggo, ika-1 ng Agosto.

Katulong ang buong pwersa ng Manila Disaster RiskHigit pa Reduction and Management Office sa mga nagnanais na mabakunahan ng first dose dito sa Lungsod ng Maynila.

Mahalagang paalala, hindi tumatanggap ng “walk-in clients” ang drive-thru vaccination site sa Luneta.

Ang mga babakunahan lamang ay ang mga taong nakapagpareserba sa website na www.manilacovid19vaccine.ph. Limitado po ang slots dito.

Kung walang nakikitang araw o slot sa website, ang ibig sabihin lamang po nito ay wala pang slot. Maghintay lamang po sa susunod na anunsyo.

(Mga kuha ng MDRRMO)

#AlertoManileno #COVID19PH",2021-08-01 18:02:00,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/229037648_1170433100108044_4254831594323236489_n.jpg?_nc_cat=102&ccb=1-4&_nc_sid=8024bb&_nc_ohc=lw2LTWvxOzUAX8i8rDp&_nc_ht=scontent.fmnl9-2.fna&oh=92a176fd5b56f626bc2913d8a082615f&oe=61347201,1056,280,[]
"BANTAY COVID-19: Narito ang tala ng COVID-19 sa Lungsod ng Maynila ngayong ika-1 ng Agosto

#AlertoManileno #COVID19PH",2021-08-01 14:20:39,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/226965373_1170336586784362_7088983988457274241_n.jpg?_nc_cat=104&ccb=1-4&_nc_sid=110474&_nc_ohc=216NvEoQlvwAX815PQR&_nc_ht=scontent.fmnl9-1.fna&oh=d51aca3af2a9bfe423b64f1c8119bc89&oe=613193E7,491,48,[]
"TINGNAN: Nagpapatuloy ngayong araw, ika-1 ng Agosto ang COVID-19 MASS VACCINATION sa Lungsod ng Maynila.

MAHALAGANG PAALALA po para sa lahat:

Idaraos ang pagbabakuna hanggang 7pm. Hinihikayat namin ang lahatHigit pa na magtungo sa ating vaccination sites sa iba pang mga oras upang makaiwas sa siksikan. Nais po naming matiyak ang kaligtasan ninyo.

Isasagawa ang SECOND DOSE vaccination ng SINOVAC sa mga kabilang sa A1, A2, A3, A4, at A5 priority groups na una nang nabakunahan noong July 4, 2021. Idaraos ito sa apat na mall sites at 18 na school sites.

Para sa lahat ng magpapabakuna, ipakita lamang po ang inyong printed waiver form o QR code para sa verification.

Dalhin din ang inyong ID at huwag kalimutan ang pagsunod sa minimum health protocols pagdating sa vaccination site.

#AlertoManileno #COVID19PH",2021-08-01 08:45:48,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/222628312_1170186380132716_4787651418476040482_n.jpg?_nc_cat=106&ccb=1-4&_nc_sid=110474&_nc_ohc=N1OSB2JrT8oAX-zw6U6&_nc_ht=scontent.fmnl9-1.fna&oh=3f58f81f6c00bcd06ba8068337fddcc4&oe=61329A64,962,156,[]
"'Jab' well done, Team Manila!

Narito po ang vaccination data ng ating lungsod as of today, July 31 at 8pm. Pumalo na po sa 1,328,713 vaccine doses ang naiturok na sa ating mga kababayan sa pangunguna ManilaHigit pa Health Department.

Matutunghayan din po ninyo rito ang breakdown ng 44,570 doses ng bakunang na-deploy ngayong araw ng Sabado. Nasa 99.92% naman po sa mga nakatakdang mabigyan ng second dose ang tumanggap nito.

Sama-sama tayo tungo sa tuluyang pagsugpo sa COVID-19 mga Batang Maynila! Maraming salamat po sa inyong patuloy na pakikiisa sa ating #VaccineNation campaign. 🙏🏼

Manila, God first! ☝️ —Mayor Isko Moreno Domagoso",2021-07-31 23:07:41,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/227103407_1169935750157779_8662011665154649134_n.jpg?_nc_cat=109&ccb=1-4&_nc_sid=110474&_nc_ohc=AqeNGnoNsIwAX9b5p6R&_nc_ht=scontent.fmnl9-2.fna&oh=856bd6b5ba33d7f0c277a6773ab5d529&oe=61343073,766,51,[]
"Congratulations, Team Manila!

We've reached another all-time high vaccination record in a single day.

Umabot po kasi sa 44,570 na katao ang nabakunahan natin as of 8pm ngayong araw ng Sabado, July 31.

Higit pa Maraming salamat po sa inyo, mga Batang Maynila, sa patuloy na pakikiisa sa ating #VaccineNation campaign! —Mayor Isko Moreno Domagoso",2021-07-31 22:19:50,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/228279535_1169909770160377_268919900949397705_n.jpg?_nc_cat=111&ccb=1-4&_nc_sid=110474&_nc_ohc=8zhKxO1GITAAX8EsxC6&_nc_ht=scontent.fmnl9-2.fna&oh=c2d1cec23187b7e2b965d9fbfa4fc138&oe=61337205,1048,87,[]
"Attention. Please share with your loved ones.

Magpapatuloy po bukas, August 1, ang COVID-19 MASS VACCINATION sa Lungsod ng Maynila.

MAHALAGANG PAALALA po para sa lahat:

Idaraos po ang pagbabakuna hanggangHigit pa 7pm. Hinihikayat namin ang lahat na magtungo sa ating vaccination sites sa iba pang mga oras upang makaiwas sa siksikan. Nais po naming matiyak ang kaligtasan ninyo.

Isasagawa po ang SECOND DOSE vaccination ng SINOVAC sa mga kabilang sa A1, A2, A3, A4, at A5 priority groups na una nang nabakunahan noong July 4, 2021. Idaraos ito sa apat na mall sites at 18 na school sites.

Para po sa lahat ng magpapabakuna, ipakita lamang po ang inyong printed waiver form o QR code para sa verification.

Dalhin din po ang inyong ID at huwag kalimutan ang pagsunod sa minimum health protocols pagdating sa vaccination site. Maraming salamat po.

Manila, God first! ☝️ —Mayor Isko Moreno Domagoso",2021-07-31 19:29:53,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/225172131_1169815073503180_5667930187268400225_n.jpg?_nc_cat=107&ccb=1-4&_nc_sid=110474&_nc_ohc=if_GSjdmpbwAX_M-t6c&_nc_ht=scontent.fmnl9-2.fna&oh=1d6c7864c6256acfd3486b2babb9de86&oe=6132D601,2025,676,[]
"COVID-19 MONITORING: Latest coronavirus data in the City of Manila, as of July 31, 2021.

#AlertoManileno #COVID19PH",2021-07-31 14:00:04,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/228348446_1169652913519396_9022905704451323058_n.jpg?_nc_cat=103&ccb=1-4&_nc_sid=8024bb&_nc_ohc=mH24I0fLRYQAX9mA4-5&_nc_ht=scontent.fmnl9-2.fna&oh=35162dfa4f02608a99d431f2c3990668&oe=61316D6E,517,48,[]
"TINGNAN: Inilunsad ngayong araw, ika-31 ng Hulyo ang Drive-Thru Vaccination ng lokal na pamahalaan ng Maynila sa Quirino Grandstand.

Ito'y kasabay ng patuloy na pagpapaunlad ng lungsod sa COVID-19 massHigit pa vaccination program nito.

Ang mga babakunahan lamang ay ang mga indibidwal na nakapagpareserba sa na www.manilacovid19vaccine.ph.

Matatagpuan naman sa post na ito ang proseso para sa mga nagnanais na magpareserba ng kanilang slot: https://m.facebook.com/story.php?story_fbid=368634307965927&id=100044580812914.

Pinasalamatan naman ni Manila City Mayor Francisco 'Isko Moreno' Domagoso ang masisipag na kawani ng Manila Health Department at ang mga Batang Maynila na patuloy na nagtitiwala sa mass vaccination program ng lungsod.

(Photos by Christian Turingan & K R De Asis / MPIO)

#AlertoManileno #COVID19PH",2021-07-31 09:31:51,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/224824733_1169549456863075_3057347910496052645_n.jpg?_nc_cat=109&ccb=1-4&_nc_sid=110474&_nc_ohc=XdrqtaIJpAsAX-sCEMN&_nc_ht=scontent.fmnl9-2.fna&oh=f9edcdae14cef24d11948c663dd6ae88&oe=6132ED5E,3253,592,[]
"TINGNAN: Ang General Community Quarantine with Heightened Restrictions ay kasalukuyang pinapatupad sa Lungsod ng Maynila simula ngayong Sabado, ika-31 ng Hulyo, hanggang Huwebes, ika-5 ng Agosto.

Para saHigit pa pampublikong gabay, narito ang mga dapat tandaan ngayong GCQ with Heightened and Additional Restrictions.

(Mga materyal ni Carlo Asoro/MPIO)

#AlertoManileno #COVID19PH",2021-07-31 09:00:43,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/226965338_1169534783531209_2134776461400244686_n.jpg?_nc_cat=108&ccb=1-4&_nc_sid=8024bb&_nc_ohc=wNP_Dy10k7YAX9pbwW9&_nc_ht=scontent.fmnl9-1.fna&oh=15f3e116f9204d857e326c84f70ae0d8&oe=61320F92,2105,145,[]
"LOOK: The Manila Traffic and Parking Bureau (MTPB) — in cooperation with the Philippine National Police-Highway Patrol Group (PNP-HPG) — conducted spot checks along Moriones Street in Tondo today, Friday, JulyHigit pa 30.

Tickets were issued to motorists who were not wearing helmets, those using unauthorized helmets, and those with expired OR/CRs.

#AlertoManileno",2021-07-30 22:00:34,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/224850235_1169174170233937_8596697277320378908_n.jpg?_nc_cat=100&ccb=1-4&_nc_sid=8024bb&_nc_ohc=KXbeSHB3-00AX8NPh-v&_nc_ht=scontent.fmnl9-1.fna&oh=cc63a1da19f22fd0dd8ae5966e15d9be&oe=6131A60B,456,109,[]
"LOOK: DPS Team Mandaragat and DPS Baseco Beach Warriors cleaned up the shoreline of Manila Bay and Baseco Beach today, Friday, July 30. They also cleaned up the Roxas Boulevard area.

The bulk of the garbageHigit pa hauled in the clean-up activity were assorted waste materials and debris that also come from neighboring areas of Manila.

#AlertoManileno",2021-07-30 21:30:22,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/228074310_1169173173567370_8833278915309881390_n.jpg?_nc_cat=101&ccb=1-4&_nc_sid=8024bb&_nc_ohc=7rp_LXqopgQAX9h_-sf&_nc_ht=scontent.fmnl9-2.fna&oh=594a4034d3cfa7300c1755379819fbab&oe=6134AB60,363,40,[]
"CITY HEALTH ADVISORY: For correction of information (except cellphone number) and retrieval of accounts (i.e. forgot first name, unable to login) kindly send an e-mail to vaccineinfo@manila.gov.ph.

Meanwhile,Higit pa those who would like to request a copy of their vaccination ID and certification are advised to send an e-mail to manilacovid19passport@gmail.com.

Thank you.

#AlertoManileno #COVID19PH",2021-07-30 20:53:23,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/226534491_1169188823565805_2840348701665737973_n.jpg?_nc_cat=101&ccb=1-4&_nc_sid=110474&_nc_ohc=9rk7b1af7soAX9dfGJI&_nc_ht=scontent.fmnl9-2.fna&oh=c9b582de7ddb9f764c81d979393a92d3&oe=61326028,1194,229,[]
"LOOK: The MDRRMO team conducted misting and fogging operations at Arsenio H. Lacson Elementary School at around 11:02 a.m. today, Friday, July 30. The school was just one of several areas on their list.

MistingHigit pa and fogging operations are part of the City of Manila's strict daily disinfection and sanitation routines.

#AlertoManileno",2021-07-30 20:26:30,https://scontent.fcrk4-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/223310030_1169172170234137_8813097031487907746_n.jpg?_nc_cat=110&ccb=1-4&_nc_sid=110474&_nc_ohc=lGNluAp_jwoAX_8ABaI&_nc_ht=scontent.fcrk4-1.fna&oh=5bdc6ec4e081b315dab6444070971efc&oe=6133B5A3,210,23,[]
,2021-07-30 18:15:37,https://scontent.fcrk4-1.fna.fbcdn.net/v/l/t1.6435-9/fr/cp0/e15/q65/228095324_1169086800242674_7728132624290094825_n.jpg?_nc_cat=110&ccb=1-4&_nc_sid=110474&_nc_ohc=ZrjhOYokKBQAX-gBckG&_nc_ht=scontent.fcrk4-1.fna&oh=c2b4a4d61d6ae0c2e41f13229c2ea1e3&oe=61323A0C,2556,935,[]
"The Capital Report: Drive Thru Vaccination | COVID-19 Update | Delta Variant preparations update | Oras ng Tolongges | Vaccination Certificate | Itanong Mo Kay Yorme!

#AlertoManileno",2021-07-30 17:41:12,,735,1483,[]
